user_id,created_at,company_id,language,activated_at,state
95.0,2013-01-10 11:01:47,11485.0,english,,pending
96.0,2013-01-10 19:23:43,9728.0,indian,,pending
97.0,2013-01-10 12:32:09,7578.0,french,2013-01-10 12:33:29,active
98.0,2013-01-10 10:23:44,9136.0,portugese,2013-01-10 10:25:15,active
99.0,2013-01-10 11:00:44,7.0,english,2013-01-10 11:02:21,active
100.0,2013-01-10 12:51:33,1.0,english,,pending
101.0,2013-01-10 13:05:29,5343.0,french,2013-01-10 13:07:06,active
102.0,2013-01-10 11:47:37,9294.0,english,,pending
103.0,2013-01-10 13:05:26,44.0,portugese,2013-01-10 13:06:57,active
104.0,2013-01-10 17:23:58,4936.0,english,2013-01-10 17:25:04,active
105.0,2013-01-11 13:25:25,12000.0,english,2013-01-11 13:26:31,active
106.0,2013-01-11 23:23:52,12473.0,italian,2013-01-11 23:25:28,active
107.0,2013-01-11 12:28:39,12411.0,english,2013-01-11 12:30:01,active
108.0,2013-01-11 16:36:14,8.0,japanese,2013-01-11 16:37:54,active
109.0,2013-01-11 16:34:45,1777.0,spanish,,pending
110.0,2013-01-11 08:40:42,87.0,english,,pending
111.0,2013-01-11 16:17:37,2.0,arabic,2013-01-11 16:18:55,active
112.0,2013-01-11 17:03:05,11414.0,german,,pending
113.0,2013-01-11 10:52:55,457.0,german,2013-01-11 10:54:09,active
114.0,2013-01-11 17:59:24,2696.0,english,,pending
115.0,2013-01-11 22:10:14,2361.0,chinese,,pending
116.0,2013-01-12 03:07:22,1.0,english,,pending
117.0,2013-01-12 16:17:27,8636.0,japanese,2013-01-12 16:19:06,active
118.0,2013-01-12 15:29:27,1.0,english,2013-01-12 15:31:03,active
119.0,2013-01-12 15:47:00,5.0,english,2013-01-12 15:48:29,active
120.0,2013-01-13 16:00:56,376.0,japanese,2013-01-13 16:02:20,active
121.0,2013-01-13 15:04:01,9770.0,chinese,2013-01-13 15:05:28,active
122.0,2013-01-13 17:22:30,274.0,english,,pending
123.0,2013-01-14 15:12:21,219.0,spanish,2013-01-14 15:14:05,active
124.0,2013-01-14 20:22:27,9039.0,german,2013-01-14 20:24:11,active
125.0,2013-01-14 13:25:55,10578.0,english,,pending
126.0,2013-01-14 15:59:08,3.0,arabic,,pending
127.0,2013-01-14 12:00:45,12072.0,arabic,,pending
128.0,2013-01-14 18:39:11,2470.0,russian,2013-01-14 18:40:50,active
129.0,2013-01-14 10:08:54,6.0,spanish,2013-01-14 10:10:06,active
130.0,2013-01-14 10:04:04,2.0,german,2013-01-14 10:05:37,active
131.0,2013-01-14 14:00:11,2637.0,french,,pending
132.0,2013-01-14 09:09:16,23.0,portugese,2013-01-14 09:10:48,active
133.0,2013-01-14 00:17:41,101.0,french,2013-01-14 00:19:07,active
134.0,2013-01-14 09:34:34,1914.0,japanese,2013-01-14 09:36:03,active
135.0,2013-01-14 12:55:05,5981.0,arabic,,pending
136.0,2013-01-15 14:33:59,11080.0,spanish,2013-01-15 14:35:23,active
137.0,2013-01-15 08:50:24,2837.0,english,2013-01-15 08:51:36,active
138.0,2013-01-15 23:36:03,2541.0,indian,2013-01-15 23:37:34,active
139.0,2013-01-15 16:16:43,467.0,japanese,2013-01-15 16:17:58,active
140.0,2013-01-15 13:01:58,11088.0,japanese,2013-01-15 13:03:29,active
141.0,2013-01-15 11:02:19,49.0,english,,pending
142.0,2013-01-15 11:16:59,2861.0,english,2013-01-15 11:18:38,active
143.0,2013-01-15 00:14:20,2.0,indian,2013-01-15 00:16:05,active
144.0,2013-01-15 17:07:30,36.0,english,2013-01-15 17:09:10,active
145.0,2013-01-15 09:53:13,1118.0,english,2013-01-15 09:54:40,active
146.0,2013-01-15 16:46:58,12768.0,japanese,,pending
147.0,2013-01-15 18:52:10,9001.0,japanese,,pending
148.0,2013-01-15 20:09:16,12534.0,japanese,,pending
149.0,2013-01-15 14:16:26,2872.0,english,2013-01-15 14:18:01,active
150.0,2013-01-15 11:24:53,908.0,english,2013-01-15 11:26:36,active
151.0,2013-01-16 14:40:13,511.0,english,2013-01-16 14:41:46,active
152.0,2013-01-16 13:01:51,6474.0,russian,,pending
153.0,2013-01-16 17:59:38,1256.0,english,2013-01-16 18:01:08,active
154.0,2013-01-16 12:29:15,5385.0,english,2013-01-16 12:30:47,active
155.0,2013-01-16 14:40:06,2889.0,english,2013-01-16 14:41:43,active
156.0,2013-01-16 18:49:43,1210.0,english,2013-01-16 18:51:19,active
157.0,2013-01-16 12:49:56,4749.0,english,,pending
158.0,2013-01-16 10:46:22,5825.0,arabic,,pending
159.0,2013-01-16 11:58:04,5849.0,english,2013-01-16 11:59:39,active
160.0,2013-01-16 11:13:21,12283.0,indian,,pending
161.0,2013-01-16 09:29:53,4529.0,japanese,,pending
162.0,2013-01-16 11:07:29,8667.0,spanish,,pending
163.0,2013-01-16 11:35:35,1092.0,arabic,2013-01-16 11:36:55,active
164.0,2013-01-16 14:36:32,4807.0,german,,pending
165.0,2013-01-17 07:12:50,6230.0,spanish,2013-01-17 07:14:09,active
166.0,2013-01-17 17:23:58,12205.0,english,2013-01-17 17:25:36,active
167.0,2013-01-17 07:00:25,1214.0,english,2013-01-17 07:01:42,active
168.0,2013-01-17 09:22:23,5.0,japanese,,pending
169.0,2013-01-17 07:46:01,825.0,spanish,,pending
170.0,2013-01-17 09:14:08,11.0,english,2013-01-17 09:15:30,active
171.0,2013-01-17 17:54:46,13001.0,korean,2013-01-17 17:56:16,active
172.0,2013-01-17 05:13:03,4196.0,chinese,2013-01-17 05:14:33,active
173.0,2013-01-17 17:25:23,11339.0,french,2013-01-17 17:26:49,active
174.0,2013-01-17 10:07:25,478.0,english,,pending
175.0,2013-01-17 12:04:35,3717.0,french,2013-01-17 12:05:55,active
176.0,2013-01-17 17:28:33,127.0,french,,pending
177.0,2013-01-17 07:11:59,11952.0,italian,2013-01-17 07:13:30,active
178.0,2013-01-18 17:51:19,2730.0,spanish,2013-01-18 17:52:54,active
179.0,2013-01-18 08:24:08,2976.0,portugese,2013-01-18 08:25:33,active
180.0,2013-01-18 04:29:39,1.0,german,,pending
181.0,2013-01-18 13:06:28,2882.0,spanish,2013-01-18 13:08:06,active
182.0,2013-01-18 01:04:15,2596.0,indian,2013-01-18 01:05:29,active
183.0,2013-01-18 13:00:29,4924.0,english,,pending
184.0,2013-01-18 17:08:09,6426.0,french,2013-01-18 17:09:48,active
185.0,2013-01-18 18:59:09,3109.0,english,2013-01-18 19:00:36,active
186.0,2013-01-18 16:10:18,753.0,chinese,2013-01-18 16:11:58,active
187.0,2013-01-18 16:11:35,9.0,english,,pending
188.0,2013-01-18 11:16:47,130.0,japanese,2013-01-18 11:18:22,active
189.0,2013-01-18 10:13:03,780.0,english,,pending
190.0,2013-01-18 09:03:06,12823.0,english,2013-01-18 09:04:30,active
191.0,2013-01-18 02:54:18,10553.0,english,2013-01-18 02:55:38,active
192.0,2013-01-19 10:13:26,11020.0,english,,pending
193.0,2013-01-19 12:21:56,1436.0,indian,,pending
194.0,2013-01-19 18:48:30,36.0,english,2013-01-19 18:50:10,active
195.0,2013-01-19 23:44:27,6245.0,italian,,pending
196.0,2013-01-20 17:47:56,1346.0,japanese,2013-01-20 17:49:09,active
197.0,2013-01-20 14:00:37,9274.0,french,,pending
198.0,2013-01-20 23:59:11,12069.0,english,,pending
199.0,2013-01-20 09:27:35,9284.0,french,,pending
200.0,2013-01-21 14:06:46,11258.0,french,,pending
201.0,2013-01-21 09:34:05,8624.0,english,2013-01-21 09:35:43,active
202.0,2013-01-21 13:17:48,2443.0,english,,pending
203.0,2013-01-21 09:36:24,11741.0,japanese,2013-01-21 09:38:16,active
204.0,2013-01-21 07:16:12,108.0,japanese,,pending
205.0,2013-01-21 11:18:55,13008.0,japanese,,pending
206.0,2013-01-21 18:56:48,5730.0,english,2013-01-21 18:58:12,active
207.0,2013-01-21 12:29:37,6219.0,german,,pending
208.0,2013-01-21 11:54:30,7314.0,french,2013-01-21 11:56:07,active
209.0,2013-01-21 17:07:16,14.0,english,2013-01-21 17:08:35,active
210.0,2013-01-21 12:07:06,5.0,italian,,pending
211.0,2013-01-21 14:51:02,748.0,spanish,2013-01-21 14:52:28,active
212.0,2013-01-21 19:49:30,4582.0,indian,2013-01-21 19:51:08,active
213.0,2013-01-22 10:58:08,12023.0,english,,pending
214.0,2013-01-22 10:38:40,44.0,russian,2013-01-22 10:40:09,active
215.0,2013-01-22 02:11:34,36.0,english,2013-01-22 02:13:15,active
216.0,2013-01-22 06:36:22,12567.0,german,,pending
217.0,2013-01-22 12:09:14,4001.0,english,2013-01-22 12:10:56,active
218.0,2013-01-22 19:14:16,2847.0,english,,pending
219.0,2013-01-22 04:16:02,7334.0,spanish,,pending
220.0,2013-01-22 11:23:01,7.0,english,2013-01-22 11:24:50,active
221.0,2013-01-22 22:09:54,2234.0,chinese,2013-01-22 22:11:02,active
222.0,2013-01-22 15:40:11,15.0,french,,pending
223.0,2013-01-22 03:01:12,3638.0,english,,pending
224.0,2013-01-22 17:04:46,5793.0,german,,pending
225.0,2013-01-22 23:45:33,13182.0,english,,pending
226.0,2013-01-23 11:35:39,6489.0,english,2013-01-23 11:37:30,active
227.0,2013-01-23 12:17:43,6.0,english,2013-01-23 12:19:12,active
228.0,2013-01-23 20:10:04,5155.0,english,2013-01-23 20:11:29,active
229.0,2013-01-23 18:43:08,45.0,english,,pending
230.0,2013-01-23 11:16:42,5386.0,french,2013-01-23 11:17:57,active
231.0,2013-01-23 15:39:09,7632.0,japanese,,pending
232.0,2013-01-23 06:51:52,9781.0,spanish,2013-01-23 06:53:20,active
233.0,2013-01-23 13:26:31,10502.0,french,,pending
234.0,2013-01-23 07:21:33,6745.0,english,,pending
235.0,2013-01-23 15:10:25,893.0,indian,2013-01-23 15:11:35,active
236.0,2013-01-23 03:42:05,10137.0,english,,pending
237.0,2013-01-23 16:40:33,10034.0,spanish,,pending
238.0,2013-01-23 09:31:35,5782.0,english,,pending
239.0,2013-01-23 15:06:39,9059.0,japanese,2013-01-23 15:08:01,active
240.0,2013-01-24 00:20:53,42.0,korean,,pending
241.0,2013-01-24 21:15:31,5043.0,indian,,pending
242.0,2013-01-24 12:33:56,6427.0,arabic,,pending
243.0,2013-01-24 12:53:10,4181.0,spanish,2013-01-24 12:54:42,active
244.0,2013-01-24 15:09:52,4199.0,english,2013-01-24 15:11:01,active
245.0,2013-01-24 11:31:26,5344.0,arabic,,pending
246.0,2013-01-24 11:25:07,5.0,german,2013-01-24 11:26:23,active
247.0,2013-01-24 15:19:10,3977.0,chinese,2013-01-24 15:20:28,active
248.0,2013-01-24 19:19:45,7608.0,chinese,,pending
249.0,2013-01-24 06:07:10,2.0,korean,,pending
250.0,2013-01-24 18:40:57,9564.0,english,,pending
251.0,2013-01-24 20:42:28,15.0,indian,,pending
252.0,2013-01-24 10:33:33,4285.0,english,,pending
253.0,2013-01-24 22:21:14,11615.0,english,2013-01-24 22:22:46,active
254.0,2013-01-25 13:43:41,3715.0,arabic,2013-01-25 13:44:58,active
255.0,2013-01-25 13:19:12,4127.0,russian,,pending
256.0,2013-01-25 08:53:58,1620.0,english,,pending
257.0,2013-01-25 08:51:48,11452.0,french,,pending
258.0,2013-01-25 11:16:54,10677.0,french,,pending
259.0,2013-01-25 13:17:29,5165.0,english,2013-01-25 13:18:41,active
260.0,2013-01-25 02:58:10,609.0,chinese,2013-01-25 02:59:46,active
261.0,2013-01-25 19:32:51,1103.0,english,2013-01-25 19:34:19,active
262.0,2013-01-25 11:18:34,284.0,italian,2013-01-25 11:20:11,active
263.0,2013-01-25 08:04:35,1577.0,english,,pending
264.0,2013-01-25 11:02:02,56.0,japanese,2013-01-25 11:03:17,active
265.0,2013-01-25 18:07:51,10702.0,russian,,pending
266.0,2013-01-25 15:09:06,8842.0,english,2013-01-25 15:10:50,active
267.0,2013-01-25 04:22:14,275.0,french,,pending
268.0,2013-01-25 10:45:57,193.0,english,2013-01-25 10:47:10,active
269.0,2013-01-25 08:33:24,55.0,portugese,,pending
270.0,2013-01-26 08:40:40,11925.0,french,2013-01-26 08:42:02,active
271.0,2013-01-26 16:27:19,39.0,english,2013-01-26 16:28:50,active
272.0,2013-01-26 13:03:10,10758.0,chinese,2013-01-26 13:04:44,active
273.0,2013-01-27 17:57:01,10427.0,russian,,pending
274.0,2013-01-27 16:51:37,1969.0,arabic,,pending
275.0,2013-01-27 11:21:49,13020.0,japanese,,pending
276.0,2013-01-27 13:56:42,2225.0,italian,2013-01-27 13:58:12,active
277.0,2013-01-28 09:57:45,9486.0,english,,pending
278.0,2013-01-28 16:36:47,5.0,english,2013-01-28 16:38:11,active
279.0,2013-01-28 09:23:41,303.0,english,,pending
280.0,2013-01-28 16:50:36,24.0,german,,pending
281.0,2013-01-28 10:46:22,175.0,english,2013-01-28 10:48:03,active
282.0,2013-01-28 15:30:46,11425.0,english,,pending
283.0,2013-01-28 01:05:45,4890.0,french,,pending
284.0,2013-01-28 17:39:55,2471.0,english,,pending
285.0,2013-01-28 11:13:10,11340.0,german,2013-01-28 11:14:47,active
286.0,2013-01-28 05:44:16,12299.0,japanese,2013-01-28 05:45:45,active
287.0,2013-01-28 06:55:19,4590.0,english,2013-01-28 06:56:48,active
288.0,2013-01-28 23:39:55,8264.0,russian,2013-01-28 23:41:22,active
289.0,2013-01-28 00:14:21,150.0,german,2013-01-28 00:16:02,active
290.0,2013-01-28 10:59:26,2.0,german,,pending
291.0,2013-01-29 07:41:18,12539.0,french,,pending
292.0,2013-01-29 02:48:45,484.0,english,,pending
293.0,2013-01-29 00:58:01,6553.0,english,,pending
294.0,2013-01-29 19:43:05,8860.0,japanese,,pending
295.0,2013-01-29 18:42:15,10319.0,french,,pending
296.0,2013-01-29 03:36:44,9087.0,english,,pending
297.0,2013-01-29 15:01:03,9077.0,indian,2013-01-29 15:02:45,active
298.0,2013-01-29 16:10:03,85.0,chinese,,pending
299.0,2013-01-29 20:51:18,38.0,german,,pending
300.0,2013-01-29 19:58:42,624.0,russian,2013-01-29 20:00:06,active
301.0,2013-01-29 09:18:33,3.0,arabic,2013-01-29 09:19:53,active
302.0,2013-01-29 08:41:27,7925.0,english,,pending
303.0,2013-01-29 14:05:34,2094.0,english,,pending
304.0,2013-01-29 18:58:28,6796.0,chinese,,pending
305.0,2013-01-30 10:22:43,9876.0,indian,2013-01-30 10:24:04,active
306.0,2013-01-30 10:24:43,6.0,japanese,2013-01-30 10:26:10,active
307.0,2013-01-30 17:48:57,8.0,japanese,2013-01-30 17:50:34,active
308.0,2013-01-30 10:30:13,75.0,english,,pending
309.0,2013-01-30 14:39:50,94.0,portugese,2013-01-30 14:41:31,active
310.0,2013-01-30 13:35:55,3696.0,japanese,,pending
311.0,2013-01-30 17:04:24,113.0,indian,,pending
312.0,2013-01-30 04:20:40,13011.0,english,2013-01-30 04:21:57,active
313.0,2013-01-30 23:08:32,10354.0,german,,pending
314.0,2013-01-30 17:15:40,225.0,english,,pending
315.0,2013-01-30 15:08:37,1.0,japanese,,pending
316.0,2013-01-30 17:11:55,1193.0,japanese,,pending
317.0,2013-01-30 16:40:48,18.0,spanish,,pending
318.0,2013-01-30 15:53:11,4801.0,arabic,2013-01-30 15:54:32,active
319.0,2013-01-31 00:34:12,3.0,spanish,2013-01-31 00:35:43,active
320.0,2013-01-31 18:59:02,7667.0,english,,pending
321.0,2013-01-31 18:04:48,12769.0,arabic,2013-01-31 18:06:35,active
322.0,2013-01-31 16:48:18,85.0,portugese,2013-01-31 16:49:26,active
323.0,2013-01-31 18:52:39,3852.0,english,2013-01-31 18:54:05,active
324.0,2013-01-31 08:59:05,3.0,japanese,,pending
325.0,2013-01-31 10:41:38,3532.0,english,,pending
326.0,2013-01-31 16:28:22,3431.0,french,2013-01-31 16:29:57,active
327.0,2013-01-31 13:17:13,7187.0,english,,pending
328.0,2013-01-31 08:05:44,13094.0,english,,pending
329.0,2013-01-31 11:59:04,2.0,english,,pending
330.0,2013-01-31 10:54:37,6999.0,japanese,2013-01-31 10:56:13,active
331.0,2013-01-31 18:04:03,6035.0,english,,pending
332.0,2013-02-01 16:27:08,219.0,english,2013-02-01 16:28:40,active
333.0,2013-02-01 13:27:52,4182.0,english,,pending
334.0,2013-02-01 15:43:53,6527.0,english,,pending
335.0,2013-02-01 07:47:12,2930.0,spanish,2013-02-01 07:48:52,active
336.0,2013-02-01 13:10:27,10093.0,chinese,,pending
337.0,2013-02-01 15:40:00,8766.0,chinese,,pending
338.0,2013-02-01 10:17:59,2.0,spanish,2013-02-01 10:19:40,active
339.0,2013-02-01 05:11:35,9900.0,french,,pending
340.0,2013-02-01 23:53:15,5168.0,italian,,pending
341.0,2013-02-01 21:52:49,4201.0,english,2013-02-01 21:54:25,active
342.0,2013-02-01 18:25:53,8697.0,german,,pending
343.0,2013-02-01 09:28:42,2591.0,english,,pending
344.0,2013-02-02 17:18:44,1.0,english,,pending
345.0,2013-02-02 15:23:42,10442.0,english,2013-02-02 15:25:08,active
346.0,2013-02-02 18:28:33,6010.0,english,2013-02-02 18:30:08,active
347.0,2013-02-02 20:05:53,10.0,german,2013-02-02 20:07:18,active
348.0,2013-02-03 12:15:39,3.0,english,,pending
349.0,2013-02-03 23:35:39,7321.0,arabic,2013-02-03 23:37:09,active
350.0,2013-02-03 08:35:25,8807.0,japanese,,pending
351.0,2013-02-03 21:00:38,757.0,german,,pending
352.0,2013-02-04 01:51:17,8809.0,english,,pending
353.0,2013-02-04 10:32:14,4122.0,english,2013-02-04 10:33:42,active
354.0,2013-02-04 03:22:35,445.0,french,,pending
355.0,2013-02-04 21:35:37,12167.0,chinese,2013-02-04 21:37:07,active
356.0,2013-02-04 08:28:15,11.0,english,,pending
357.0,2013-02-04 10:51:52,11842.0,english,,pending
358.0,2013-02-04 17:22:25,3403.0,english,,pending
359.0,2013-02-04 15:58:26,8083.0,english,2013-02-04 16:00:05,active
360.0,2013-02-04 19:33:13,10506.0,spanish,2013-02-04 19:34:49,active
361.0,2013-02-04 13:09:20,1.0,chinese,2013-02-04 13:11:04,active
362.0,2013-02-04 13:28:57,35.0,japanese,2013-02-04 13:30:28,active
363.0,2013-02-04 11:56:33,12020.0,english,2013-02-04 11:57:56,active
364.0,2013-02-04 08:26:44,343.0,chinese,,pending
365.0,2013-02-04 03:53:48,10053.0,spanish,2013-02-04 03:55:18,active
366.0,2013-02-04 13:07:56,6145.0,japanese,2013-02-04 13:09:18,active
367.0,2013-02-04 12:41:26,5886.0,english,2013-02-04 12:42:57,active
368.0,2013-02-05 17:24:55,17.0,english,,pending
369.0,2013-02-05 14:28:49,5596.0,english,2013-02-05 14:30:10,active
370.0,2013-02-05 14:17:12,6795.0,french,2013-02-05 14:18:57,active
371.0,2013-02-05 14:53:20,8118.0,japanese,,pending
372.0,2013-02-05 14:39:39,1.0,english,2013-02-05 14:41:12,active
373.0,2013-02-05 17:34:01,9190.0,spanish,2013-02-05 17:35:22,active
374.0,2013-02-05 22:03:00,9830.0,japanese,2013-02-05 22:04:37,active
375.0,2013-02-05 21:14:23,13125.0,english,,pending
376.0,2013-02-05 08:20:23,5884.0,german,2013-02-05 08:21:50,active
377.0,2013-02-05 13:01:03,6590.0,english,2013-02-05 13:02:19,active
378.0,2013-02-05 04:00:57,2376.0,english,2013-02-05 04:02:14,active
379.0,2013-02-05 08:44:01,4701.0,french,2013-02-05 08:45:16,active
380.0,2013-02-05 10:29:16,4487.0,japanese,2013-02-05 10:30:40,active
381.0,2013-02-05 00:46:44,2.0,english,2013-02-05 00:47:59,active
382.0,2013-02-05 16:23:55,4553.0,english,,pending
383.0,2013-02-05 23:47:13,155.0,arabic,2013-02-05 23:48:51,active
384.0,2013-02-06 18:30:53,9.0,spanish,2013-02-06 18:32:43,active
385.0,2013-02-06 18:11:46,159.0,english,2013-02-06 18:13:28,active
386.0,2013-02-06 11:30:36,6.0,english,,pending
387.0,2013-02-06 13:49:24,3887.0,english,,pending
388.0,2013-02-06 10:39:14,7654.0,spanish,2013-02-06 10:40:32,active
389.0,2013-02-06 01:04:21,11636.0,spanish,,pending
390.0,2013-02-06 20:16:10,4697.0,english,2013-02-06 20:17:19,active
391.0,2013-02-06 16:39:13,224.0,spanish,,pending
392.0,2013-02-06 16:14:34,7120.0,english,,pending
393.0,2013-02-06 10:46:19,3.0,english,2013-02-06 10:47:32,active
394.0,2013-02-06 01:41:51,2475.0,japanese,,pending
395.0,2013-02-06 14:13:41,6522.0,english,,pending
396.0,2013-02-06 04:37:19,9894.0,english,,pending
397.0,2013-02-06 06:51:48,9060.0,english,2013-02-06 06:53:19,active
398.0,2013-02-07 11:34:15,6572.0,german,,pending
399.0,2013-02-07 15:40:52,13075.0,english,2013-02-07 15:42:22,active
400.0,2013-02-07 02:21:54,7851.0,english,,pending
401.0,2013-02-07 03:23:15,7978.0,italian,,pending
402.0,2013-02-07 18:16:16,12013.0,arabic,2013-02-07 18:17:46,active
403.0,2013-02-07 15:14:56,1.0,russian,2013-02-07 15:17:02,active
404.0,2013-02-07 14:03:08,3453.0,english,2013-02-07 14:04:44,active
405.0,2013-02-07 18:25:30,349.0,arabic,2013-02-07 18:26:50,active
406.0,2013-02-07 16:56:03,10036.0,english,2013-02-07 16:57:44,active
407.0,2013-02-07 06:13:03,6458.0,chinese,,pending
408.0,2013-02-07 10:47:16,36.0,french,2013-02-07 10:48:55,active
409.0,2013-02-07 12:00:12,1.0,english,2013-02-07 12:01:41,active
410.0,2013-02-07 02:39:28,7666.0,english,,pending
411.0,2013-02-07 13:56:57,868.0,italian,2013-02-07 13:58:57,active
