date,sales
06-13-2020,3
02-05-2021,4
09-16-2021,3
"Mar 22, 2020",2
"May 20, 2020",2
"Oct 15, 2020",4
06-03-2021,2
"Dec 20, 2020",2
"Oct 02, 2021",4
"Jun 02, 2020",3
08-16-2020,7
"Nov 17, 2021",4
10-06-2020,2
04-27-2020,3
"Jul 06, 2020",2
"Oct 08, 2021",4
"Feb 04, 2020",3
02-04-2020,5
"Feb 06, 2021",4
01-02-2020,2
05-30-2020,4
"Nov 08, 2020",3
"Jun 03, 2020",3
"Aug 07, 2020",1
"Feb 16, 2021",4
12-04-2020,1
"Aug 09, 2021",1
"Dec 17, 2020",1
10-02-2021,1
09-23-2020,2
"Oct 28, 2021",2
11-21-2020,5
"Aug 19, 2021",4
"Oct 15, 2021",1
10-13-2020,3
"Mar 17, 2021",2
02-21-2021,4
08-16-2021,2
"Oct 02, 2020",6
03-03-2020,1
"Jun 04, 2020",4
04-24-2021,2
"Nov 05, 2020",5
"Oct 31, 2021",2
10-11-2021,2
02-11-2020,2
"Apr 02, 2021",3
"Jun 26, 2021",6
"Feb 16, 2021",1
08-21-2021,4
07-21-2021,3
10-16-2021,7
"Mar 10, 2020",4
"Jan 20, 2021",5
"May 27, 2021",3
07-19-2021,3
03-04-2020,3
04-06-2020,3
08-17-2021,4
"Nov 13, 2020",3
"Mar 21, 2020",5
"Apr 06, 2020",1
"Feb 27, 2021",3
"Aug 17, 2020",4
05-28-2021,3
12-26-2020,4
"Aug 05, 2021",2
06-23-2021,2
"Aug 15, 2021",5
"Mar 14, 2020",1
12-30-2020,2
04-24-2021,3
"Dec 24, 2020",5
"Nov 21, 2020",5
"Oct 16, 2021",5
"Jun 04, 2021",4
"Aug 13, 2021",6
"Oct 25, 2021",4
02-29-2020,6
"Aug 06, 2021",2
09-22-2020,2
07-03-2020,1
07-28-2020,2
"Jul 30, 2021",5
"Mar 08, 2020",3
"Jan 26, 2021",4
05-21-2021,3
"Nov 15, 2021",1
01-20-2020,3
"May 05, 2020",6
12-11-2020,7
04-16-2021,1
"Dec 25, 2021",2
"Nov 23, 2020",4
07-14-2021,3
07-31-2020,4
"Nov 07, 2020",3
"Aug 19, 2021",1
06-11-2020,3
"Jun 28, 2020",4
04-10-2021,2
"Feb 28, 2020",2
01-27-2020,6
10-19-2021,2
"Apr 06, 2020",3
01-26-2021,3
"Apr 17, 2021",4
"Jan 31, 2021",2
"Jul 28, 2021",5
04-18-2021,2
05-31-2021,2
"May 28, 2021",4
"Feb 26, 2021",2
"Oct 10, 2020",2
"Dec 06, 2021",1
12-04-2020,2
08-25-2020,3
12-31-2021,2
"Jan 18, 2020",1
"Oct 01, 2021",2
07-02-2020,2
03-30-2020,2
"Apr 25, 2021",3
"Oct 11, 2021",5
"Jun 28, 2021",3
12-28-2021,5
01-10-2021,1
"Dec 05, 2021",2
05-02-2020,3
"Feb 19, 2020",4
"Dec 03, 2021",3
"Jan 17, 2020",4
"May 16, 2020",4
"Aug 26, 2020",3
03-09-2020,2
"Mar 02, 2021",1
"Sep 29, 2021",2
03-22-2020,2
03-30-2021,3
01-24-2021,4
01-13-2020,5
"Jan 07, 2020",4
"Oct 10, 2020",6
"Jul 03, 2020",3
"Jun 29, 2020",5
02-17-2021,4
"Sep 20, 2021",3
"Dec 18, 2020",9
"Mar 01, 2020",3
04-10-2021,1
"Sep 12, 2021",4
"Dec 21, 2020",2
03-08-2020,3
09-01-2020,5
05-13-2020,4
"Sep 28, 2021",3
"Dec 15, 2021",2
07-24-2020,4
05-21-2021,3
"Aug 12, 2020",4
"Mar 24, 2020",2
12-09-2020,3
"Aug 31, 2020",1
"Feb 24, 2020",3
07-21-2021,1
01-02-2021,3
"Feb 24, 2020",5
08-29-2021,5
04-16-2020,2
"Oct 25, 2021",2
10-09-2021,3
"Sep 27, 2021",1
08-10-2020,6
"Aug 06, 2021",4
03-04-2020,1
"Nov 22, 2021",4
"Dec 13, 2021",2
"Apr 12, 2020",2
"Jul 14, 2021",4
"Nov 20, 2021",5
"Sep 19, 2021",5
04-15-2021,4
09-23-2020,3
"Jul 16, 2021",3
"May 02, 2020",2
"Jan 12, 2020",2
12-29-2020,5
09-01-2020,4
03-26-2020,2
09-18-2020,7
11-24-2021,1
"Dec 17, 2021",2
03-12-2021,4
12-24-2020,4
"Nov 27, 2021",2
"Jul 09, 2021",3
10-20-2021,2
"Sep 22, 2020",2
"Sep 06, 2020",3
"Jul 01, 2021",2
"Oct 27, 2020",1
03-25-2020,5
10-10-2021,4
05-10-2021,2
"Apr 07, 2020",3
06-07-2021,2
"May 10, 2020",1
"Mar 21, 2021",5
10-21-2020,4
"Sep 11, 2020",2
01-06-2021,2
07-16-2021,1
"Jul 04, 2020",4
08-09-2021,3
"Oct 27, 2021",3
07-05-2020,3
"Jan 17, 2021",2
11-02-2021,4
"Jan 12, 2021",3
"May 19, 2020",3
"Apr 13, 2021",1
11-07-2021,2
"Jun 30, 2020",2
"Jul 30, 2020",4
"Aug 13, 2021",2
12-01-2021,2
07-24-2020,2
06-05-2021,2
"Aug 12, 2021",4
08-20-2020,2
03-09-2020,2
07-27-2021,6
"Mar 26, 2021",6
08-15-2021,3
"Dec 12, 2021",3
08-30-2021,4
"Feb 06, 2020",2
"Apr 25, 2021",2
10-26-2020,3
04-08-2021,2
"Sep 13, 2020",5
04-25-2021,2
01-03-2021,3
"Feb 18, 2020",3
"Jul 02, 2020",2
08-14-2020,3
"Jun 01, 2020",5
01-18-2021,4
07-08-2020,3
"Apr 16, 2020",2
"Oct 16, 2021",4
03-22-2020,3
"Oct 05, 2020",2
"Feb 20, 2021",2
09-16-2020,1
04-25-2021,6
"Oct 29, 2021",4
"Mar 19, 2021",4
"Nov 06, 2021",5
"Nov 30, 2020",4
"Feb 17, 2021",3
05-11-2020,4
"May 28, 2021",5
02-16-2021,1
"Mar 14, 2021",1
"Feb 15, 2020",3
09-30-2020,3
07-15-2020,6
06-25-2020,3
"Mar 02, 2020",3
"May 27, 2021",3
"Aug 29, 2021",1
06-02-2021,4
"Jul 23, 2020",3
"Jan 10, 2021",1
10-30-2021,5
05-02-2021,5
"Dec 05, 2020",2
"Apr 12, 2021",3
05-30-2021,2
10-04-2021,2
12-15-2021,4
10-22-2021,6
"May 02, 2021",5
"Jul 24, 2020",5
"Sep 13, 2020",1
"Apr 19, 2020",5
"Jul 28, 2021",5
01-02-2020,4
10-03-2021,3
03-31-2021,4
"Oct 17, 2021",5
"May 06, 2021",2
"Jan 11, 2021",4
"Aug 26, 2021",3
12-16-2021,1
"Nov 10, 2020",2
11-20-2020,3
04-16-2020,3
"Jun 20, 2020",3
04-27-2020,9
06-02-2020,3
11-30-2021,1
11-06-2021,3
"Jul 09, 2020",2
04-17-2021,2
"Oct 24, 2021",2
"Sep 17, 2021",4
"Mar 15, 2021",2
01-03-2021,1
04-26-2021,2
04-23-2020,2
07-18-2021,2
"Jul 07, 2020",3
12-03-2020,3
12-25-2021,6
"Mar 27, 2021",1
05-17-2021,3
08-13-2021,1
12-07-2021,3
"Oct 26, 2020",2
"Jan 04, 2021",2
"Oct 20, 2021",1
"Sep 16, 2021",4
03-01-2020,3
"Jun 27, 2020",1
09-07-2020,1
"Apr 13, 2020",1
"May 29, 2021",1
03-11-2021,3
"Jun 07, 2021",1
11-16-2021,3
"Jan 24, 2021",3
09-21-2021,2
"Feb 29, 2020",3
"Mar 20, 2020",2
09-27-2020,2
"Jul 25, 2021",5
08-31-2020,4
05-21-2020,4
05-08-2020,4
"Sep 25, 2021",1
02-09-2020,2
"Jan 28, 2021",1
"Jan 13, 2020",3
02-04-2021,2
03-01-2020,4
"Jun 08, 2021",5
02-18-2021,3
"Aug 23, 2021",4
"May 07, 2020",5
05-02-2021,3
"Sep 15, 2021",5
"Jan 14, 2021",4
10-02-2021,2
10-27-2021,5
"Sep 05, 2020",5
"Oct 02, 2021",3
"Apr 08, 2021",3
09-19-2021,1
"Oct 18, 2021",1
"Aug 09, 2020",4
"Dec 29, 2020",3
"Mar 27, 2021",2
"Jan 06, 2020",4
"Apr 01, 2021",2
08-09-2021,1
08-26-2021,2
12-27-2020,2
"Jun 12, 2021",2
11-26-2021,6
01-31-2020,5
03-03-2021,2
"Sep 01, 2021",2
"May 03, 2020",3
"Jun 16, 2020",3
"Aug 02, 2021",3
"Jun 17, 2020",2
12-23-2020,3
06-19-2020,5
05-01-2020,4
"Sep 02, 2020",3
03-13-2020,4
"Jan 25, 2020",2
01-11-2020,3
"Sep 17, 2020",4
09-05-2021,1
"Jan 15, 2021",3
09-13-2021,2
"Jun 09, 2021",4
10-09-2021,3
"Aug 18, 2020",3
"Jul 11, 2021",3
"Apr 15, 2020",3
03-22-2020,3
01-01-2021,2
"Jan 08, 2020",4
06-18-2021,4
02-15-2021,5
"Feb 16, 2020",2
"Aug 11, 2020",1
"Jul 07, 2020",2
"Aug 28, 2020",5
"Jan 19, 2021",5
"Oct 26, 2021",3
11-03-2020,5
10-03-2021,3
07-26-2020,3
"Nov 29, 2020",6
"Jun 05, 2020",3
"Sep 29, 2020",6
03-19-2021,2
"Mar 01, 2021",3
"May 09, 2020",4
09-28-2021,3
07-10-2020,5
"Jul 26, 2021",4
"Feb 07, 2020",3
03-01-2020,4
05-04-2021,2
"May 22, 2020",5
"Sep 20, 2020",2
"Mar 21, 2020",2
10-08-2021,3
01-22-2021,4
08-31-2020,3
"Nov 24, 2020",2
"Mar 15, 2020",3
"Jun 01, 2020",2
"Nov 07, 2020",4
11-06-2021,2
"Mar 07, 2020",5
04-10-2021,4
"Dec 06, 2020",3
02-20-2020,1
"Mar 26, 2020",4
"Jun 27, 2020",1
"Apr 18, 2020",2
"Aug 03, 2020",4
"Apr 16, 2021",6
01-29-2020,2
"Nov 20, 2021",2
"Feb 04, 2020",5
10-04-2020,3
01-04-2020,2
01-11-2020,6
03-09-2021,2
04-19-2020,3
"Nov 08, 2021",4
"Jun 17, 2021",2
"Dec 20, 2021",6
"Jul 27, 2020",5
11-02-2021,4
"Dec 02, 2020",2
"Nov 22, 2021",1
08-25-2020,3
02-06-2021,4
12-14-2020,3
"Dec 24, 2020",2
"Jul 25, 2021",3
11-21-2020,3
09-27-2020,2
01-10-2021,2
01-09-2021,5
04-24-2021,4
"Oct 28, 2020",4
"Mar 14, 2020",2
"Aug 11, 2020",4
"Feb 04, 2021",3
06-05-2020,2
03-04-2021,2
"Jul 20, 2020",2
"Aug 14, 2021",2
"May 26, 2020",4
"Jul 30, 2020",3
"Nov 12, 2021",3
"Oct 30, 2021",1
09-27-2021,4
05-03-2020,2
"Aug 24, 2020",3
06-30-2021,3
06-26-2021,4
04-27-2021,2
01-19-2020,2
"May 08, 2021",2
06-26-2021,1
12-03-2021,3
"Nov 19, 2020",2
"Jun 22, 2021",4
07-02-2020,2
"Jan 28, 2021",4
08-05-2021,5
05-10-2020,4
11-03-2020,4
"May 29, 2020",2
"Oct 01, 2020",2
05-16-2021,1
"Nov 10, 2020",3
"Jun 29, 2021",6
"Aug 18, 2021",4
04-10-2020,2
"Sep 14, 2020",5
"Sep 20, 2020",5
06-18-2021,5
"Apr 02, 2021",2
"Jul 13, 2020",1
"Jul 30, 2021",5
02-12-2021,2
"Apr 10, 2020",4
"Jun 19, 2021",1
"Mar 17, 2020",2
03-18-2021,4
"Jul 23, 2020",2
02-27-2020,4
08-29-2020,4
03-29-2021,4
03-14-2021,3
"Nov 05, 2020",5
08-28-2020,3
"Aug 11, 2020",3
"Apr 08, 2021",4
09-28-2021,2
"Aug 06, 2021",2
06-12-2021,5
"May 26, 2021",2
"May 05, 2021",1
"Aug 20, 2021",2
04-10-2020,4
"Mar 12, 2020",2
08-29-2021,2
"Oct 23, 2021",4
"Nov 09, 2021",3
04-05-2021,5
12-12-2020,2
"Jun 24, 2021",1
01-17-2021,2
"Sep 16, 2021",3
09-18-2020,4
03-05-2020,1
07-16-2020,4
06-19-2021,1
"May 23, 2021",2
05-24-2020,2
02-11-2021,3
"Mar 09, 2021",5
10-16-2020,2
"Sep 03, 2020",3
07-16-2021,4
"Jun 08, 2021",3
"Feb 21, 2020",3
12-30-2021,6
"Apr 26, 2021",2
"May 08, 2020",3
01-21-2020,3
06-16-2021,1
04-05-2020,2
"Aug 18, 2020",2
08-01-2021,4
07-26-2021,2
"Oct 12, 2020",3
"Mar 10, 2020",6
10-09-2021,5
07-03-2020,2
05-02-2021,2
03-04-2020,2
"Mar 13, 2021",5
10-22-2021,5
01-21-2020,2
06-24-2020,3
"May 09, 2021",1
03-14-2020,5
12-28-2021,3
07-18-2021,3
05-08-2021,2
11-15-2021,1
06-09-2021,2
09-02-2020,1
03-18-2020,5
"Oct 19, 2021",5
12-17-2020,2
03-01-2021,3
07-29-2020,1
09-18-2020,2
"Oct 23, 2021",4
"Apr 10, 2021",4
"Jun 11, 2020",2
"Jan 29, 2020",3
08-13-2021,5
03-30-2020,2
09-10-2020,5
"Feb 08, 2020",2
"Sep 01, 2020",7
06-22-2020,3
"Jan 27, 2020",1
08-24-2020,1
"Nov 18, 2020",1
"May 16, 2020",6
03-21-2020,1
"Jul 12, 2021",3
"Feb 12, 2021",2
03-08-2020,6
"Oct 02, 2020",4
07-02-2021,2
11-16-2020,5
12-04-2021,2
"Feb 25, 2021",4
04-01-2021,3
10-27-2021,3
"Oct 23, 2021",3
"May 12, 2021",5
"Nov 23, 2020",3
"Sep 22, 2021",3
"Jan 15, 2020",2
04-30-2021,3
"Jan 14, 2020",2
12-15-2021,5
02-17-2021,5
12-14-2020,3
"Dec 13, 2021",4
03-21-2021,4
09-15-2021,1
"Nov 19, 2020",2
"Dec 09, 2021",1
"Feb 19, 2020",3
05-14-2021,4
"Mar 15, 2021",4
"Mar 23, 2020",3
09-25-2020,1
"Nov 11, 2020",4
05-03-2021,3
"Nov 30, 2021",2
04-19-2020,5
08-24-2020,2
04-19-2021,6
09-01-2020,1
06-29-2021,3
"Feb 19, 2021",4
09-13-2020,6
"Nov 15, 2020",2
"Apr 20, 2020",3
10-08-2020,2
"Dec 13, 2020",5
08-21-2021,4
05-20-2021,3
"Oct 23, 2020",2
"Jun 27, 2021",8
"Feb 22, 2021",2
"Jan 27, 2021",2
"May 31, 2021",2
09-27-2020,1
"May 11, 2021",5
"Dec 02, 2021",2
08-03-2021,2
07-20-2020,3
05-07-2020,3
"Apr 10, 2021",4
"Jun 08, 2021",2
10-17-2021,1
"Mar 15, 2020",5
07-07-2020,5
"Sep 28, 2020",1
"Jun 01, 2020",2
02-24-2020,1
01-25-2020,5
"Sep 18, 2021",2
"Oct 14, 2020",2
"Jan 13, 2020",2
11-12-2021,1
03-23-2021,2
03-20-2021,3
"Jan 08, 2020",4
"Feb 14, 2021",5
06-10-2020,4
"Feb 14, 2020",2
12-29-2020,2
02-15-2021,2
"Oct 18, 2020",3
"Mar 07, 2021",6
06-02-2020,3
"Dec 12, 2021",6
05-15-2021,1
08-05-2021,3
09-28-2020,1
06-19-2020,1
"Aug 08, 2020",1
"Mar 29, 2020",4
07-02-2020,5
10-02-2020,2
05-21-2020,6
04-12-2021,5
06-16-2021,4
12-19-2021,3
"Sep 08, 2021",2
"Aug 12, 2021",3
"Sep 30, 2020",4
10-14-2021,1
05-08-2020,2
02-14-2020,4
02-24-2020,1
05-09-2021,2
"Nov 26, 2021",4
"May 18, 2021",4
"Jun 07, 2020",3
02-23-2020,2
"Mar 30, 2020",4
09-01-2020,2
"Oct 28, 2021",2
07-28-2020,4
"Dec 06, 2021",3
"May 02, 2020",3
12-03-2021,3
04-18-2021,3
02-04-2021,7
"Sep 20, 2021",2
01-15-2021,2
02-01-2021,5
09-13-2021,3
"Apr 05, 2020",1
07-08-2021,6
"Apr 21, 2020",2
09-11-2021,4
08-14-2020,2
06-14-2021,7
"Feb 06, 2021",3
"Mar 10, 2020",2
05-07-2021,4
"Dec 01, 2020",3
"Jan 25, 2021",4
03-19-2021,2
02-17-2020,10
"Mar 18, 2021",2
"Jan 08, 2020",3
"Oct 21, 2021",3
02-24-2020,4
11-18-2020,4
"Oct 25, 2021",2
"Jul 25, 2020",5
"Jan 13, 2021",5
"Feb 07, 2021",3
"Apr 25, 2021",4
10-13-2020,3
09-20-2021,6
11-29-2020,3
10-24-2020,5
12-28-2021,2
07-15-2020,2
"Dec 14, 2020",5
"Feb 26, 2021",3
04-18-2020,2
"Aug 02, 2020",4
"Jul 14, 2021",1
08-09-2020,3
"Jan 16, 2021",2
"Oct 23, 2020",3
09-30-2020,5
"Nov 30, 2020",4
09-03-2020,2
"May 22, 2020",3
"Feb 23, 2021",6
"Oct 19, 2021",3
09-24-2020,1
02-03-2020,3
02-28-2021,5
"Aug 18, 2020",2
12-16-2021,4
12-26-2020,3
"Dec 20, 2020",2
"Aug 24, 2021",2
"Mar 04, 2021",4
"Oct 17, 2020",2
"Apr 25, 2021",3
05-14-2021,2
05-06-2020,2
"Nov 21, 2020",4
03-21-2020,2
03-22-2020,3
05-30-2021,5
"May 29, 2020",3
"Nov 02, 2021",2
07-13-2020,2
"Mar 25, 2021",3
09-24-2020,4
06-25-2021,2
"Dec 16, 2020",3
"Dec 06, 2021",3
"Nov 09, 2021",2
05-04-2020,3
11-05-2020,5
"Jun 04, 2021",4
11-14-2020,3
05-11-2020,6
05-15-2021,2
09-05-2020,4
09-25-2020,1
01-10-2021,5
10-13-2020,3
"Apr 18, 2020",5
"Oct 07, 2020",5
"May 23, 2021",2
"Nov 09, 2020",2
10-01-2021,3
"Sep 21, 2020",3
"Sep 24, 2021",6
12-30-2021,2
"Jul 23, 2020",1
"Nov 15, 2020",6
"Mar 26, 2020",3
"Dec 12, 2021",6
"Nov 28, 2020",3
"May 22, 2021",1
"Sep 08, 2021",3
07-27-2021,3
06-05-2020,2
04-09-2021,5
"Feb 20, 2020",5
"Nov 25, 2021",1
"Jul 10, 2021",2
04-05-2020,1
"Mar 31, 2021",3
08-29-2021,3
"Aug 11, 2020",5
"Jul 06, 2020",2
"Oct 02, 2021",5
11-07-2021,4
"Feb 24, 2020",6
"Feb 25, 2020",5
09-24-2020,2
09-29-2021,2
05-20-2021,3
"Oct 18, 2020",4
10-23-2020,2
"Jan 12, 2021",5
"Aug 27, 2020",4
12-06-2021,5
12-17-2021,1
"Dec 05, 2020",1
03-23-2020,3
10-29-2021,3
02-06-2021,4
"May 05, 2021",1
"Aug 13, 2021",3
05-09-2020,1
06-30-2020,6
"Apr 14, 2021",2
"Jun 04, 2021",1
"Jul 08, 2020",1
10-04-2021,3
"Feb 05, 2021",4
04-14-2020,1
09-06-2020,3
"Oct 07, 2021",5
"Feb 03, 2020",4
12-01-2021,5
12-22-2021,6
"Jun 27, 2021",2
04-17-2021,4
"Nov 26, 2021",2
06-13-2020,2
01-13-2020,2
07-22-2021,3
10-13-2021,3
"May 29, 2020",3
04-30-2020,3
08-05-2021,3
"Mar 06, 2021",1
06-08-2020,2
11-15-2021,1
06-09-2021,6
12-13-2020,1
05-19-2020,3
11-28-2020,3
"Nov 26, 2020",2
"Oct 23, 2020",5
"Jun 26, 2020",2
"Jan 21, 2021",2
"Dec 14, 2020",5
"Jun 29, 2021",1
08-08-2020,3
"Mar 10, 2021",1
"Jun 14, 2021",3
08-18-2021,3
"Mar 19, 2021",3
"Jul 03, 2020",5
08-01-2020,1
07-29-2020,3
"Mar 04, 2021",3
